Transaction ID,Product ID,Units Sold,Price per Unit
TXN_0023,PROD_0001,1,20.12
TXN_0024,PROD_0016,3,44.08
TXN_0024,PROD_0024,2,20.37
TXN_0024,PROD_0030,2,116.06
TXN_0025,PROD_0013,1,18.0
TXN_0025,PROD_0046,3,32.61
TXN_0025,PROD_0022,3,55.0
TXN_0025,PROD_0036,1,45.0
TXN_0026,PROD_0004,1,75.0
TXN_0027,PROD_0001,2,17.24
TXN_0027,PROD_0023,2,35.0
TXN_0027,PROD_0003,2,38.05
TXN_0028,PROD_0005,3,14.52
TXN_0028,PROD_0035,3,12.24
TXN_0029,PROD_0046,2,32.61
TXN_0029,PROD_0015,3,40.53
TXN_0029,PROD_0016,1,44.08
TXN_0029,PROD_0013,2,16.22
TXN_0029,PROD_0032,1,35.0
TXN_0030,PROD_0034,3,26.03
TXN_0031,PROD_0012,2,25.71
TXN_0032,PROD_0039,2,33.94
TXN_0032,PROD_0020,2,23.54
TXN_0033,PROD_0018,2,38.58
TXN_0033,PROD_0041,3,41.38
TXN_0034,PROD_0034,1,25.0
TXN_0034,PROD_0039,1,27.14
TXN_0034,PROD_0004,3,74.91
TXN_0035,PROD_0048,3,20.0
TXN_0036,PROD_0020,2,23.54
TXN_0036,PROD_0042,1,11.95
TXN_0036,PROD_0042,2,12.27
TXN_0036,PROD_0012,2,25.0
TXN_0037,PROD_0012,2,26.69
TXN_0037,PROD_0042,1,11.95
TXN_0037,PROD_0049,3,16.06
TXN_0037,PROD_0022,1,55.0
TXN_0037,PROD_0048,2,20.0
TXN_0038,PROD_0048,1,20.0
TXN_0039,PROD_0033,2,14.72
TXN_0040,PROD_0006,3,33.83
TXN_0040,PROD_0027,3,150.0
TXN_0041,PROD_0032,1,35.0
TXN_0042,PROD_0045,1,149.99
TXN_0042,PROD_0020,2,25.84
TXN_0042,PROD_0016,3,44.08
TXN_0043,PROD_0005,1,15.5
TXN_0044,PROD_0022,1,60.07
TXN_0044,PROD_0023,2,36.59
TXN_0045,PROD_0017,2,6.82
TXN_0045,PROD_0034,3,22.57
TXN_0045,PROD_0048,3,20.0
TXN_0046,PROD_0030,3,116.06
TXN_0047,PROD_0041,1,48.89
TXN_0047,PROD_0005,2,14.41
TXN_0048,PROD_0045,3,149.99
TXN_0048,PROD_0045,2,149.99
TXN_0048,PROD_0011,3,61.15
TXN_0048,PROD_0031,2,29.79
TXN_0049,PROD_0018,2,42.05
TXN_0049,PROD_0028,3,19.94
TXN_0049,PROD_0039,1,30.0
TXN_0049,PROD_0009,2,19.93
TXN_0049,PROD_0039,3,31.9
TXN_0050,PROD_0008,1,35.0
TXN_0050,PROD_0034,2,22.57
TXN_0051,PROD_0014,3,30.0
TXN_0051,PROD_0042,2,11.95
TXN_0051,PROD_0040,2,10.91
TXN_0051,PROD_0041,2,40.42
TXN_0052,PROD_0046,2,35.0
TXN_0052,PROD_0007,2,12.0
TXN_0052,PROD_0004,1,77.74
TXN_0052,PROD_0036,1,40.31
TXN_0053,PROD_0039,3,30.0
TXN_0053,PROD_0043,2,15.0
TXN_0053,PROD_0045,1,150.0
TXN_0053,PROD_0030,3,129.25
TXN_0054,PROD_0008,3,35.0
TXN_0055,PROD_0019,2,30.0
TXN_0055,PROD_0043,1,15.76
TXN_0055,PROD_0029,2,5.96
TXN_0055,PROD_0046,3,30.81
TXN_0056,PROD_0042,2,12.0
TXN_0056,PROD_0008,2,35.0
TXN_0056,PROD_0017,1,8.0
TXN_0056,PROD_0038,1,53.75
TXN_0056,PROD_0014,1,32.89
TXN_0057,PROD_0049,2,12.88
TXN_0057,PROD_0048,1,20.4
TXN_0057,PROD_0014,3,27.19
TXN_0057,PROD_0041,1,45.0
TXN_0057,PROD_0023,1,36.59
TXN_0058,PROD_0018,3,42.05
TXN_0058,PROD_0043,2,15.76
TXN_0058,PROD_0020,2,21.56
TXN_0058,PROD_0032,3,35.0
TXN_0058,PROD_0009,2,19.7
TXN_0059,PROD_0005,1,14.41
TXN_0059,PROD_0001,2,18.0
TXN_0060,PROD_0019,1,30.0
TXN_0061,PROD_0017,1,6.82
TXN_0061,PROD_0017,2,6.82
TXN_0061,PROD_0025,1,28.79
TXN_0061,PROD_0041,1,41.07
TXN_0061,PROD_0017,1,6.82
TXN_0062,PROD_0035,2,14.11
TXN_0062,PROD_0041,3,40.42
TXN_0062,PROD_0022,2,55.0
TXN_0062,PROD_0031,2,28.0
TXN_0062,PROD_0048,2,20.0
TXN_0063,PROD_0010,3,11.36
TXN_0063,PROD_0040,3,10.91
TXN_0063,PROD_0022,2,60.07
TXN_0063,PROD_0013,1,16.22
TXN_0064,PROD_0005,2,14.41
TXN_0064,PROD_0044,3,32.97
TXN_0065,PROD_0022,1,60.07
TXN_0065,PROD_0012,2,25.0
TXN_0065,PROD_0020,1,21.56
TXN_0066,PROD_0007,1,11.89
TXN_0066,PROD_0022,1,60.07
TXN_0067,PROD_0049,1,16.06
TXN_0068,PROD_0031,3,28.0
TXN_0068,PROD_0016,2,44.08
TXN_0068,PROD_0045,2,150.0
TXN_0068,PROD_0004,1,77.74
TXN_0069,PROD_0023,1,36.59
TXN_0070,PROD_0040,3,8.92
TXN_0070,PROD_0038,2,54.08
TXN_0070,PROD_0044,3,34.23
TXN_0070,PROD_0037,3,39.29
TXN_0071,PROD_0041,1,45.0
TXN_0071,PROD_0007,1,11.11
TXN_0071,PROD_0001,3,20.12
TXN_0071,PROD_0035,3,14.0
TXN_0072,PROD_0031,2,28.0
TXN_0073,PROD_0010,2,9.32
TXN_0073,PROD_0004,1,77.74
TXN_0073,PROD_0004,1,74.91
TXN_0073,PROD_0013,3,18.0
TXN_0074,PROD_0015,3,41.48
TXN_0075,PROD_0027,1,156.64
TXN_0075,PROD_0046,2,30.81
TXN_0075,PROD_0016,3,51.59
TXN_0075,PROD_0036,1,45.0
TXN_0076,PROD_0001,3,20.12
TXN_0076,PROD_0003,2,40.0
TXN_0076,PROD_0040,2,10.91
TXN_0076,PROD_0038,1,54.08
TXN_0076,PROD_0003,2,43.68
TXN_0077,PROD_0011,2,60.0
TXN_0077,PROD_0045,1,149.99
TXN_0077,PROD_0030,3,132.92
TXN_0077,PROD_0009,1,20.64
TXN_0078,PROD_0049,3,12.88
TXN_0078,PROD_0035,1,12.24
TXN_0078,PROD_0026,2,30.07
TXN_0078,PROD_0045,1,150.0
TXN_0079,PROD_0049,3,15.0
TXN_0080,PROD_0004,2,74.91
TXN_0081,PROD_0037,1,40.0
TXN_0082,PROD_0004,1,77.74
TXN_0082,PROD_0020,3,25.09
TXN_0082,PROD_0004,3,74.91
TXN_0082,PROD_0019,3,32.45
TXN_0082,PROD_0040,2,11.15
TXN_0083,PROD_0032,1,37.86
TXN_0084,PROD_0034,1,22.57
TXN_0084,PROD_0028,1,22.45
TXN_0085,PROD_0031,2,29.79
TXN_0085,PROD_0014,3,27.19
TXN_0085,PROD_0033,3,16.37
TXN_0085,PROD_0004,1,77.74
TXN_0086,PROD_0038,3,54.08
TXN_0087,PROD_0021,3,17.25
TXN_0087,PROD_0011,3,64.5
TXN_0087,PROD_0020,3,25.09
TXN_0087,PROD_0006,2,30.0
TXN_0087,PROD_0038,3,53.75
TXN_0088,PROD_0002,1,26.44
TXN_0089,PROD_0031,3,28.0
TXN_0089,PROD_0021,2,22.04
TXN_0089,PROD_0023,3,35.0
TXN_0090,PROD_0046,1,35.0
TXN_0091,PROD_0020,3,21.56
TXN_0091,PROD_0001,1,17.24
TXN_0091,PROD_0027,1,159.14
TXN_0091,PROD_0038,1,68.34
TXN_0092,PROD_0017,1,6.82
TXN_0093,PROD_0042,3,11.95
TXN_0093,PROD_0048,1,20.4
TXN_0094,PROD_0005,3,15.0
TXN_0094,PROD_0038,1,53.75
TXN_0094,PROD_0018,2,38.58
TXN_0095,PROD_0039,3,30.0
TXN_0096,PROD_0018,3,38.58
TXN_0096,PROD_0017,2,8.0
TXN_0096,PROD_0020,3,25.09
TXN_0096,PROD_0015,2,45.0
TXN_0096,PROD_0036,2,45.0
TXN_0097,PROD_0038,2,60.0
TXN_0097,PROD_0039,1,31.9
TXN_0097,PROD_0024,3,20.37
TXN_0097,PROD_0002,1,28.63
TXN_0098,PROD_0049,1,15.0
TXN_0098,PROD_0024,2,18.0
TXN_0099,PROD_0009,2,19.93
TXN_0099,PROD_0049,3,15.0
TXN_0099,PROD_0005,1,14.52
TXN_0100,PROD_0020,2,23.54
TXN_0101,PROD_0033,3,14.72
TXN_0101,PROD_0020,1,21.56
TXN_0101,PROD_0037,1,40.0
TXN_0101,PROD_0015,1,47.39
TXN_0101,PROD_0039,1,27.14
TXN_0102,PROD_0034,2,26.03
TXN_0102,PROD_0047,1,27.24
TXN_0102,PROD_0032,1,37.86
TXN_0103,PROD_0026,1,35.0
TXN_0104,PROD_0019,1,30.0
TXN_0105,PROD_0031,1,28.0
TXN_0105,PROD_0035,3,14.11
TXN_0106,PROD_0038,2,53.75
TXN_0106,PROD_0006,3,30.0
TXN_0106,PROD_0018,3,34.99
TXN_0106,PROD_0037,2,40.0
TXN_0107,PROD_0018,2,38.58
TXN_0107,PROD_0026,1,35.0
TXN_0107,PROD_0007,1,11.23
TXN_0107,PROD_0042,1,12.27
TXN_0108,PROD_0040,3,8.92
TXN_0108,PROD_0043,1,15.76
TXN_0108,PROD_0002,3,25.0
TXN_0108,PROD_0045,1,150.0
TXN_0109,PROD_0003,2,36.83
TXN_0109,PROD_0002,1,25.0
TXN_0109,PROD_0041,3,48.89
TXN_0109,PROD_0041,3,40.42
TXN_0110,PROD_0034,1,22.57
TXN_0111,PROD_0049,2,13.15
TXN_0111,PROD_0044,1,32.97
TXN_0111,PROD_0009,2,19.93
TXN_0111,PROD_0038,3,53.75
TXN_0111,PROD_0035,2,14.11
TXN_0112,PROD_0035,2,14.64
TXN_0112,PROD_0014,2,30.0
TXN_0113,PROD_0037,2,39.29
TXN_0113,PROD_0024,2,18.0
TXN_0113,PROD_0015,1,41.48
TXN_0114,PROD_0027,3,150.0
TXN_0115,PROD_0048,1,20.0
TXN_0115,PROD_0005,2,15.59
TXN_0115,PROD_0028,3,22.45
TXN_0115,PROD_0015,1,45.0
TXN_0116,PROD_0017,1,8.0
TXN_0116,PROD_0013,3,18.0
TXN_0117,PROD_0002,1,26.44
TXN_0117,PROD_0047,3,30.0
TXN_0117,PROD_0032,2,37.86
TXN_0118,PROD_0033,1,15.0
TXN_0118,PROD_0023,1,36.59
TXN_0118,PROD_0017,3,8.0
TXN_0119,PROD_0023,2,36.59
TXN_0119,PROD_0041,3,48.89
TXN_0119,PROD_0023,1,35.0
TXN_0120,PROD_0036,1,40.31
TXN_0120,PROD_0014,2,30.0
TXN_0121,PROD_0011,1,60.0
TXN_0121,PROD_0012,3,26.69
TXN_0122,PROD_0001,2,17.24
TXN_0122,PROD_0034,3,26.03
TXN_0122,PROD_0013,1,16.22
TXN_0122,PROD_0008,2,33.31
TXN_0123,PROD_0036,2,45.0
TXN_0123,PROD_0003,1,40.0
TXN_0123,PROD_0027,3,138.6
TXN_0123,PROD_0024,1,20.37
TXN_0124,PROD_0041,2,48.89
TXN_0124,PROD_0004,3,74.91
TXN_0124,PROD_0043,3,15.76
TXN_0124,PROD_0007,1,12.0
TXN_0124,PROD_0036,1,45.0
TXN_0125,PROD_0027,2,159.14
TXN_0125,PROD_0021,1,22.04
TXN_0125,PROD_0033,2,15.0
TXN_0126,PROD_0001,1,20.12
TXN_0126,PROD_0017,2,8.0
TXN_0126,PROD_0043,2,15.76
TXN_0126,PROD_0023,3,36.59
TXN_0127,PROD_0045,1,149.99
TXN_0127,PROD_0021,3,17.25
TXN_0127,PROD_0007,1,11.11
TXN_0128,PROD_0023,2,35.0
TXN_0128,PROD_0046,2,35.0
TXN_0128,PROD_0003,3,38.78
TXN_0128,PROD_0032,2,37.86
TXN_0128,PROD_0032,2,37.86
TXN_0129,PROD_0030,2,112.84
TXN_0129,PROD_0023,2,36.59
TXN_0129,PROD_0033,1,15.0
TXN_0129,PROD_0045,3,150.0
TXN_0130,PROD_0024,2,18.0
TXN_0131,PROD_0003,3,38.78
TXN_0131,PROD_0031,2,29.79
TXN_0132,PROD_0038,1,53.75
TXN_0132,PROD_0029,3,6.0
TXN_0133,PROD_0042,2,12.0
TXN_0133,PROD_0008,1,35.0
TXN_0133,PROD_0029,3,6.0
TXN_0134,PROD_0032,3,35.0
TXN_0134,PROD_0004,2,77.74
TXN_0134,PROD_0024,2,20.37
TXN_0134,PROD_0039,2,30.0
TXN_0135,PROD_0040,1,10.84
TXN_0135,PROD_0033,2,16.41
TXN_0135,PROD_0032,2,37.86
TXN_0135,PROD_0020,1,25.0
TXN_0136,PROD_0031,2,28.0
TXN_0136,PROD_0046,1,30.81
TXN_0137,PROD_0035,3,14.11
TXN_0137,PROD_0037,3,40.0
TXN_0137,PROD_0014,2,32.89
TXN_0138,PROD_0033,2,14.72
TXN_0138,PROD_0010,3,11.36
TXN_0138,PROD_0037,3,40.21
TXN_0138,PROD_0035,1,14.0
TXN_0138,PROD_0029,2,5.96
TXN_0139,PROD_0036,1,45.0
TXN_0139,PROD_0035,3,13.54
TXN_0139,PROD_0005,1,15.0
TXN_0140,PROD_0021,1,17.25
TXN_0140,PROD_0013,1,16.22
TXN_0140,PROD_0008,2,35.0
TXN_0141,PROD_0045,3,149.99
TXN_0142,PROD_0032,3,35.0
TXN_0142,PROD_0036,1,45.0
TXN_0142,PROD_0003,3,43.68
TXN_0143,PROD_0020,2,25.09
TXN_0143,PROD_0019,3,30.0
TXN_0143,PROD_0026,3,35.0
TXN_0144,PROD_0006,3,33.83
TXN_0144,PROD_0033,2,15.0
TXN_0144,PROD_0006,2,33.83
TXN_0144,PROD_0031,2,28.0
TXN_0144,PROD_0014,1,30.0
TXN_0145,PROD_0020,1,21.56
TXN_0145,PROD_0035,3,14.64
TXN_0145,PROD_0006,3,30.0
TXN_0146,PROD_0001,3,18.0
TXN_0146,PROD_0023,3,35.0
TXN_0147,PROD_0047,3,33.6
TXN_0148,PROD_0005,3,14.52
TXN_0148,PROD_0001,1,18.0
TXN_0149,PROD_0018,1,42.05
TXN_0149,PROD_0006,2,30.0
TXN_0149,PROD_0036,1,45.0
TXN_0149,PROD_0033,2,15.0
TXN_0150,PROD_0005,1,15.5
TXN_0151,PROD_0019,2,30.0
TXN_0151,PROD_0046,3,32.61
TXN_0151,PROD_0043,2,15.0
TXN_0151,PROD_0049,1,13.15
TXN_0152,PROD_0035,3,13.54
TXN_0153,PROD_0014,3,32.89
TXN_0153,PROD_0038,2,54.08
TXN_0154,PROD_0029,2,6.0
TXN_0154,PROD_0021,2,22.04
TXN_0155,PROD_0035,3,13.54
TXN_0155,PROD_0017,3,8.0
TXN_0155,PROD_0028,2,22.45
TXN_0155,PROD_0049,2,16.06
TXN_0155,PROD_0043,1,15.0
TXN_0156,PROD_0042,3,12.0
TXN_0156,PROD_0039,1,33.94
TXN_0157,PROD_0039,2,27.14
TXN_0157,PROD_0043,3,15.76
TXN_0157,PROD_0049,2,12.88
TXN_0157,PROD_0023,2,36.59
TXN_0157,PROD_0021,1,18.62
TXN_0158,PROD_0009,2,18.59
TXN_0158,PROD_0029,3,5.96
TXN_0159,PROD_0047,1,30.0
TXN_0160,PROD_0007,1,11.11
TXN_0160,PROD_0045,3,150.0
TXN_0161,PROD_0016,1,50.0
TXN_0161,PROD_0017,1,8.0
TXN_0161,PROD_0029,2,5.96
TXN_0161,PROD_0006,3,33.83
TXN_0162,PROD_0039,1,31.9
TXN_0163,PROD_0039,1,27.14
TXN_0163,PROD_0037,3,43.16
TXN_0163,PROD_0025,3,33.74
TXN_0163,PROD_0001,3,17.24
TXN_0164,PROD_0020,2,21.56
TXN_0164,PROD_0033,3,16.37
TXN_0164,PROD_0011,3,64.5
TXN_0164,PROD_0008,2,33.31
TXN_0165,PROD_0029,2,6.0
TXN_0165,PROD_0039,1,30.0
TXN_0166,PROD_0040,3,8.92
TXN_0166,PROD_0031,1,28.0
TXN_0166,PROD_0005,3,15.5
TXN_0167,PROD_0041,1,41.38
TXN_0168,PROD_0011,1,60.0
TXN_0168,PROD_0048,3,20.0
TXN_0169,PROD_0025,2,32.0
TXN_0169,PROD_0019,3,30.0
TXN_0169,PROD_0023,3,35.0
TXN_0169,PROD_0012,2,25.71
TXN_0169,PROD_0047,1,33.6
TXN_0170,PROD_0031,2,29.79
TXN_0170,PROD_0035,3,14.11
TXN_0171,PROD_0025,2,32.0
TXN_0171,PROD_0041,1,40.42
TXN_0171,PROD_0015,3,40.53
TXN_0171,PROD_0037,1,40.21
TXN_0172,PROD_0042,2,11.95
TXN_0172,PROD_0015,3,45.0
TXN_0172,PROD_0041,1,45.0
TXN_0172,PROD_0038,1,59.13
TXN_0172,PROD_0005,3,14.41
TXN_0173,PROD_0019,2,32.45
TXN_0173,PROD_0021,1,22.04
TXN_0173,PROD_0021,2,22.04
TXN_0173,PROD_0035,2,13.54
TXN_0174,PROD_0009,1,19.93
TXN_0174,PROD_0037,3,40.21
TXN_0174,PROD_0013,1,17.04
TXN_0174,PROD_0037,3,43.16
TXN_0175,PROD_0023,1,35.0
TXN_0175,PROD_0008,3,33.31
TXN_0175,PROD_0013,1,17.34
TXN_0175,PROD_0012,2,27.54
TXN_0175,PROD_0031,1,28.0
TXN_0176,PROD_0042,3,12.0
TXN_0176,PROD_0027,3,163.31
TXN_0176,PROD_0039,1,31.9
TXN_0177,PROD_0027,1,156.64
TXN_0177,PROD_0048,2,20.0
TXN_0178,PROD_0011,1,60.0
TXN_0178,PROD_0048,2,20.0
TXN_0178,PROD_0005,1,14.52
TXN_0178,PROD_0032,3,35.0
TXN_0178,PROD_0020,1,21.56
TXN_0179,PROD_0036,3,45.0
TXN_0179,PROD_0026,1,35.0
TXN_0179,PROD_0017,2,6.82
TXN_0179,PROD_0046,2,32.69
TXN_0179,PROD_0019,1,32.45
TXN_0180,PROD_0016,2,51.59
TXN_0180,PROD_0043,2,15.0
TXN_0180,PROD_0005,3,14.41
TXN_0180,PROD_0009,3,20.64
TXN_0180,PROD_0006,1,33.83
TXN_0181,PROD_0007,1,12.0
TXN_0181,PROD_0022,3,55.0
TXN_0182,PROD_0045,1,150.0
TXN_0182,PROD_0015,3,45.0
TXN_0182,PROD_0018,3,38.58
TXN_0182,PROD_0003,2,38.78
TXN_0182,PROD_0016,3,51.59
TXN_0183,PROD_0020,3,25.84
TXN_0184,PROD_0005,3,15.5
TXN_0184,PROD_0039,3,27.14
TXN_0184,PROD_0032,1,35.0
TXN_0185,PROD_0012,1,25.0
TXN_0185,PROD_0048,1,20.0
TXN_0186,PROD_0004,2,74.91
TXN_0187,PROD_0035,3,14.0
TXN_0187,PROD_0042,3,12.0
TXN_0187,PROD_0019,2,30.0
TXN_0188,PROD_0039,3,27.14
TXN_0188,PROD_0045,3,149.99
TXN_0188,PROD_0046,2,32.61
TXN_0189,PROD_0047,2,33.6
TXN_0189,PROD_0040,1,11.15
TXN_0189,PROD_0018,2,40.0
TXN_0190,PROD_0018,2,40.0
TXN_0190,PROD_0029,3,6.0
TXN_0190,PROD_0032,1,35.0
TXN_0190,PROD_0005,2,15.59
TXN_0191,PROD_0012,3,25.0
TXN_0191,PROD_0015,2,41.48
TXN_0191,PROD_0019,2,32.45
TXN_0191,PROD_0035,1,14.0
TXN_0192,PROD_0019,3,32.45
TXN_0192,PROD_0029,2,5.96
TXN_0192,PROD_0035,3,13.54
TXN_0192,PROD_0017,2,6.82
TXN_0192,PROD_0017,2,8.0
TXN_0193,PROD_0034,1,25.0
TXN_0194,PROD_0014,3,32.89
TXN_0194,PROD_0029,2,5.96
TXN_0195,PROD_0003,1,38.78
TXN_0196,PROD_0002,3,28.63
TXN_0196,PROD_0010,1,11.36
TXN_0196,PROD_0047,2,33.6
TXN_0196,PROD_0018,2,34.99
TXN_0196,PROD_0024,2,18.0
TXN_0197,PROD_0010,2,11.36
TXN_0198,PROD_0015,2,45.0
TXN_0198,PROD_0012,2,26.69
TXN_0198,PROD_0018,2,38.58
TXN_0198,PROD_0011,3,61.15
TXN_0198,PROD_0015,1,41.48
TXN_0199,PROD_0046,2,32.69
TXN_0200,PROD_0020,3,21.56
TXN_0200,PROD_0044,3,35.0
TXN_0200,PROD_0004,2,74.91
TXN_0200,PROD_0039,1,33.94
TXN_0201,PROD_0044,1,39.71
TXN_0201,PROD_0036,1,45.0
TXN_0201,PROD_0004,3,77.74
TXN_0201,PROD_0026,3,35.0
TXN_0201,PROD_0044,3,35.0
TXN_0202,PROD_0011,1,60.0
TXN_0202,PROD_0041,1,45.0
TXN_0202,PROD_0031,3,29.79
TXN_0202,PROD_0035,2,14.64
TXN_0203,PROD_0027,2,163.31
TXN_0204,PROD_0033,2,16.37
TXN_0204,PROD_0003,3,36.83
TXN_0205,PROD_0011,2,60.0
TXN_0205,PROD_0025,1,32.0
TXN_0205,PROD_0026,2,35.0
TXN_0205,PROD_0023,3,36.59
TXN_0205,PROD_0011,1,60.0
TXN_0206,PROD_0042,2,12.27
TXN_0206,PROD_0047,3,30.0
TXN_0206,PROD_0017,2,8.0
TXN_0206,PROD_0017,3,8.0
TXN_0206,PROD_0023,3,36.59
TXN_0207,PROD_0009,3,19.93
TXN_0207,PROD_0041,1,40.42
TXN_0207,PROD_0017,1,8.0
TXN_0207,PROD_0039,1,27.14
TXN_0207,PROD_0048,1,20.0
TXN_0208,PROD_0015,1,45.0
TXN_0208,PROD_0002,2,26.44
TXN_0208,PROD_0028,1,22.45
TXN_0208,PROD_0019,3,32.45
TXN_0209,PROD_0048,3,20.0
TXN_0209,PROD_0019,3,32.45
TXN_0209,PROD_0034,2,22.57
TXN_0209,PROD_0046,2,30.81
TXN_0209,PROD_0010,2,9.32
TXN_0210,PROD_0046,1,30.81
TXN_0211,PROD_0025,1,32.0
TXN_0212,PROD_0037,1,40.21
TXN_0213,PROD_0029,2,5.96
TXN_0213,PROD_0047,1,27.24
TXN_0214,PROD_0020,3,25.09
TXN_0214,PROD_0014,1,30.0
TXN_0214,PROD_0009,2,20.0
TXN_0214,PROD_0005,3,15.5
TXN_0215,PROD_0048,1,20.0
TXN_0215,PROD_0005,1,15.59
TXN_0215,PROD_0021,3,20.0
TXN_0215,PROD_0035,2,12.24
TXN_0215,PROD_0024,1,18.0
TXN_0216,PROD_0029,1,5.96
TXN_0216,PROD_0036,2,45.0
TXN_0216,PROD_0016,2,44.08
TXN_0217,PROD_0020,2,25.84
TXN_0217,PROD_0038,2,60.0
TXN_0218,PROD_0028,1,22.45
TXN_0218,PROD_0025,2,28.79
TXN_0218,PROD_0045,1,150.0
TXN_0218,PROD_0037,2,40.0
TXN_0219,PROD_0023,1,36.59
TXN_0219,PROD_0003,3,43.68
TXN_0219,PROD_0020,1,23.54
TXN_0219,PROD_0025,3,33.74
TXN_0220,PROD_0033,2,15.0
TXN_0220,PROD_0002,3,24.11
TXN_0220,PROD_0001,1,20.12
TXN_0220,PROD_0028,2,17.42
TXN_0221,PROD_0011,1,64.5
TXN_0221,PROD_0044,3,35.0
TXN_0221,PROD_0001,1,18.0
TXN_0221,PROD_0019,3,32.45
TXN_0222,PROD_0034,1,22.57
TXN_0222,PROD_0015,2,47.39
TXN_0222,PROD_0034,1,22.57
TXN_0222,PROD_0044,3,32.97
TXN_0223,PROD_0044,3,36.91
TXN_0223,PROD_0038,2,53.75
TXN_0223,PROD_0045,2,150.0
TXN_0223,PROD_0031,2,29.79
TXN_0223,PROD_0044,1,36.91
TXN_0224,PROD_0029,3,6.0
TXN_0224,PROD_0020,3,25.84
TXN_0224,PROD_0045,1,150.0
TXN_0224,PROD_0025,1,28.79
TXN_0224,PROD_0015,3,47.39
TXN_0225,PROD_0019,2,30.0
TXN_0225,PROD_0043,3,15.0
TXN_0226,PROD_0013,2,20.39
TXN_0226,PROD_0017,2,8.0
TXN_0226,PROD_0043,2,15.0
TXN_0226,PROD_0033,2,16.41
TXN_0227,PROD_0007,1,11.11
TXN_0227,PROD_0027,2,138.6
TXN_0227,PROD_0012,3,25.71
TXN_0227,PROD_0007,1,11.11
TXN_0227,PROD_0035,3,14.0
TXN_0228,PROD_0037,1,40.0
TXN_0229,PROD_0038,3,60.0
TXN_0229,PROD_0040,1,10.0
TXN_0229,PROD_0014,1,27.19
TXN_0229,PROD_0042,3,12.0
TXN_0229,PROD_0047,3,33.6
TXN_0230,PROD_0028,1,17.42
TXN_0230,PROD_0043,1,15.0
TXN_0230,PROD_0031,3,28.0
TXN_0230,PROD_0049,3,16.99
TXN_0230,PROD_0045,3,149.99
